 "mw" , "g" , "gl" ,
 "http://purl.bdrc.io/resource/MW1KG22608" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW29200" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW9810" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17849" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW22348" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4780" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74532" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74502" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW23693" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17334" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9086" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG208137" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74541" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW22345" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22408" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM1250" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG550" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8935" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15903" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1986" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8855" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW23462" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74381" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74384" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31978" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1281" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2850" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302677" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM1418" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4815" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW27312" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8889" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW237" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW22087" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31975" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ1982" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS32576" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17335" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12160" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17843" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74378" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10582" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18095" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17932" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM800" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74475" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1GS2162" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW30486" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW22352" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22377" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW138" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW22324" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74366" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS32649" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1017359" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM1258" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW22323" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3273" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3317" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3154" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2904" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2925" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3328" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3259" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3283" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3304" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2912" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3159" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3311" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3246" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3296" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3267" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3355" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3370" , "http://purl.bdrc.io/resource/G1PD129182" , "sku 'bum byams pa gling par khang /" ,
 "http://purl.bdrc.io/resource/MW23468" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3170" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22491" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12199" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12203" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12196" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ6659" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17461" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN12691" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW20319" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW10198" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS73628" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22443" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10751" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22545" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW28388" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD1990" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS73638" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD1213" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD2043" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1400" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12171" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22490" , "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/MW24009" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW29191" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW3572" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10237" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW12422" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3714" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10117" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15908" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM1179" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS32617" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3724" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3292" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2931" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM3394" , "http://purl.bdrc.io/resource/G3JT12524" , "bkra shis lhun grub kyi par khang /" ,
 "http://purl.bdrc.io/resource/MW20548" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW15960" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW6493" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1657" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12765" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15904" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW22334" , "http://purl.bdrc.io/resource/G2CN10917" , "gtsang bzhad dngul chu chos rdzong gi par khang /" ,
 "http://purl.bdrc.io/resource/MW30183" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN1660" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW384" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW676" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW293" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW16144" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG21887" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG5021" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW8238" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW23640" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12954" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW30178" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW8223" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW21506" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW21507" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12176" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS73589" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW23687" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN1595" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ16922" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW23957" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8718" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM494" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW7027" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW6394" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW2408" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1610" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN1810" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN22306" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS66409" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22301" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW8226" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5180" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ5669" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2287" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11919" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1559" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW29619" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW23738" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4006" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15899" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW22112" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9408" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW635" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW22705" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW861" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW703" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1254" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN18548" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW22128" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22441" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ1122" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW30116" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW30451" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN22325" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1PD88781" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG210284" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW30450" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN1657" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW12419" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW26001" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW30191" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW29272" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN694" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN691" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3834" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM1163" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW23746" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW26097" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1016784" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12952" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1617" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1934" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10752" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10548" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ2050" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22440" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW21504" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG208135" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ16920" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN1691" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG89104" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW4823" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW5832" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW687" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW7085" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17984" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN14268" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG13020" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12770" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM492" , "http://purl.bdrc.io/resource/G1PD129185" , "zhol par khang /" ,
