 "mw" , "g" , "gl" ,
 "http://purl.bdrc.io/resource/MW4CZ58838" , "http://purl.bdrc.io/resource/G163" , "rong bo dgon chen/" ,
 "http://purl.bdrc.io/resource/MW23770" , "http://purl.bdrc.io/resource/G287" , "bsam yas dgon pa/" ,
 "http://purl.bdrc.io/resource/MW27215" , "http://purl.bdrc.io/resource/G287" , "bsam yas dgon pa/" ,
 "http://purl.bdrc.io/resource/MW22326" , "http://purl.bdrc.io/resource/G160" , "sku 'bum dgon/" ,
 "http://purl.bdrc.io/resource/MW4CZ74520" , "http://purl.bdrc.io/resource/G160" , "sku 'bum dgon/" ,
 "http://purl.bdrc.io/resource/MW3CN1338" , "http://purl.bdrc.io/resource/G16" , "rdzogs chen dgon/" ,
 "http://purl.bdrc.io/resource/MW3MS471" , "http://purl.bdrc.io/resource/G162" , "bla brang dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1KG10141" , "http://purl.bdrc.io/resource/G162" , "bla brang dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS17206" , "http://purl.bdrc.io/resource/G162" , "bla brang dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS76293" , "http://purl.bdrc.io/resource/G162" , "bla brang dgon pa/" ,
 "http://purl.bdrc.io/resource/MW23223" , "http://purl.bdrc.io/resource/G506" , "rta nag thub bstan rnam rgyal/" ,
 "http://purl.bdrc.io/resource/MW27414" , "http://purl.bdrc.io/resource/G184" , "sle lung dgon/" ,
 "http://purl.bdrc.io/resource/MW8227" , "http://purl.bdrc.io/resource/G14" , "smin grol gling /" ,
 "http://purl.bdrc.io/resource/MW8LS16572" , "http://purl.bdrc.io/resource/G14" , "smin grol gling /" ,
 "http://purl.bdrc.io/resource/MW8LS16534" , "http://purl.bdrc.io/resource/G14" , "smin grol gling /" ,
 "http://purl.bdrc.io/resource/MW8LS16253" , "http://purl.bdrc.io/resource/G14" , "smin grol gling /" ,
 "http://purl.bdrc.io/resource/MW1KG9088" , "http://purl.bdrc.io/resource/G54" , "spungs thang bde ba can/" ,
 "http://purl.bdrc.io/resource/MW26036" , "http://purl.bdrc.io/resource/G54" , "spungs thang bde ba can/" ,
 "http://purl.bdrc.io/resource/MW15285" , "http://purl.bdrc.io/resource/G337" , "dga' ldan dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS16316" , "http://purl.bdrc.io/resource/G340" , "'bri gung mthil dgon pa/" ,
 "http://purl.bdrc.io/resource/MW30172" , "http://purl.bdrc.io/resource/G104" , "bkra shis lhun po dgon pa/" ,
 "http://purl.bdrc.io/resource/MW23216" , "http://purl.bdrc.io/resource/G104" , "bkra shis lhun po dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS31896" , "http://purl.bdrc.io/resource/G104" , "bkra shis lhun po dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS73665" , "http://purl.bdrc.io/resource/G104" , "bkra shis lhun po dgon pa/" ,
 "http://purl.bdrc.io/resource/MW00KG01589" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW23791" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW00KG01591" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW00KG01588" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW2CZ7931" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW26616" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS15887" , "http://purl.bdrc.io/resource/G211" , "ngor dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS16611" , "http://purl.bdrc.io/resource/G17" , "kaHthog dgon/" ,
 "http://purl.bdrc.io/resource/MW453" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW00KG09663" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1CZ1194" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1CZ1849" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1KG11772" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1CZ1266" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW24879" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW27551" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW11886" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW00KG02538" , "http://purl.bdrc.io/resource/G880" , "sa skya dgon pa/" ,
 "http://purl.bdrc.io/resource/MW26573" , "http://purl.bdrc.io/resource/G154" , "se ra dgon pa/" ,
 "http://purl.bdrc.io/resource/MW2CZ7504" , "http://purl.bdrc.io/resource/G154" , "se ra dgon pa/" ,
 "http://purl.bdrc.io/resource/MW2CZ7505" , "http://purl.bdrc.io/resource/G154" , "se ra dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS17155" , "http://purl.bdrc.io/resource/G36" , "dpal spungs dgon pa/" ,
 "http://purl.bdrc.io/resource/MW00KG01594" , "http://purl.bdrc.io/resource/G247" , "ngam ring chos sde/" ,
 "http://purl.bdrc.io/resource/MW27554" , "http://purl.bdrc.io/resource/G247" , "ngam ring chos sde/" ,
 "http://purl.bdrc.io/resource/MW30261" , "http://purl.bdrc.io/resource/G47" , "bde chen chos 'khor/" ,
 "http://purl.bdrc.io/resource/MW4CZ346743" , "http://purl.bdrc.io/resource/G301" , "shis tshang dgon gsar/" ,
 "http://purl.bdrc.io/resource/MW1KG4001" , "http://purl.bdrc.io/resource/G218" , "rta mgo dgon/" ,
 "http://purl.bdrc.io/resource/MW26036" , "http://purl.bdrc.io/resource/G218" , "rta mgo dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS17446" , "http://purl.bdrc.io/resource/G3190" , "kirti dgon/" ,
 "http://purl.bdrc.io/resource/MW30161" , "http://purl.bdrc.io/resource/G33" , "mtshur phu dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS15888" , "http://purl.bdrc.io/resource/G33" , "mtshur phu dgon/" ,
 "http://purl.bdrc.io/resource/MW1KG3830" , "http://purl.bdrc.io/resource/G33" , "mtshur phu dgon/" ,
 "http://purl.bdrc.io/resource/MW1CZ886" , "http://purl.bdrc.io/resource/G33" , "mtshur phu dgon/" ,
 "http://purl.bdrc.io/resource/MW27504" , "http://purl.bdrc.io/resource/G33" , "mtshur phu dgon/" ,
 "http://purl.bdrc.io/resource/MW2CZ7991" , "http://purl.bdrc.io/resource/G1PD110071" , "rum btegs dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS17574" , "http://purl.bdrc.io/resource/G3703" , "g.ya' ma bkra shis 'khyil/" ,
 "http://purl.bdrc.io/resource/MW1KG12093" , "http://purl.bdrc.io/resource/G108" , "'bras spungs dgon/" ,
 "http://purl.bdrc.io/resource/MW26449" , "http://purl.bdrc.io/resource/G226" , "gsang phu ne'u thog dgon pa/" ,
 "http://purl.bdrc.io/resource/MW465" , "http://purl.bdrc.io/resource/G226" , "gsang phu ne'u thog dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1CZ2155" , "http://purl.bdrc.io/resource/G226" , "gsang phu ne'u thog dgon pa/" ,
 "http://purl.bdrc.io/resource/MW8LS16750" , "http://purl.bdrc.io/resource/G3" , "g.yung drung gling dgon/" ,
 "http://purl.bdrc.io/resource/MW4CZ301827" , "http://purl.bdrc.io/resource/G197" , "dwags lha sgam po/" ,
 "http://purl.bdrc.io/resource/MW23179" , "http://purl.bdrc.io/resource/G197" , "dwags lha sgam po/" ,
 "http://purl.bdrc.io/resource/MW8LS16322" , "http://purl.bdrc.io/resource/G197" , "dwags lha sgam po/" ,
 "http://purl.bdrc.io/resource/MW8LS19816" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM2238" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM1536" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW8LS32381" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW27555" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW8LS32611" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM1512" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW8LS32610" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM1539" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM3004" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM2988" , "http://purl.bdrc.io/resource/G390" , "rtag brtan phun tshogs gling /" ,
 "http://purl.bdrc.io/resource/MW8LS15779" , "http://purl.bdrc.io/resource/G183" , "sgang steng dgon pa/" ,
 "http://purl.bdrc.io/resource/MW22125" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW21853" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW23932" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW27597" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW1KG4850" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW27512" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW27913" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW22938" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW1KG10285" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW19463" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW19692" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW1KG8823" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW27519" , "http://purl.bdrc.io/resource/G1326" , "khams/" ,
 "http://purl.bdrc.io/resource/MW8LS68379" , "http://purl.bdrc.io/resource/G398" , "rwa rgya dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS68380" , "http://purl.bdrc.io/resource/G398" , "rwa rgya dgon/" ,
 "http://purl.bdrc.io/resource/MW1NLM499" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM231" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM172" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM540" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW8LS32578" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM165" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM792" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1KG11803" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM317" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM552" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM533" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW4CZ302671" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM124" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM1520" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM1307" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM2901" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1NLM3350" , "http://purl.bdrc.io/resource/G1979" , "ta khu re dgon chen/" ,
 "http://purl.bdrc.io/resource/MW1CZ1856" , "http://purl.bdrc.io/resource/G12" , "dar rgyas chos gling /" ,
 "http://purl.bdrc.io/resource/MW26623" , "http://purl.bdrc.io/resource/G225" , "snar thang dgon/" ,
 "http://purl.bdrc.io/resource/MW2CZ7881" , "http://purl.bdrc.io/resource/G225" , "snar thang dgon/" ,
 "http://purl.bdrc.io/resource/MW2CZ7911" , "http://purl.bdrc.io/resource/G225" , "snar thang dgon/" ,
 "http://purl.bdrc.io/resource/MW27415" , "http://purl.bdrc.io/resource/G225" , "snar thang dgon/" ,
 "http://purl.bdrc.io/resource/MW23712" , "http://purl.bdrc.io/resource/G836" , "spa gro/" ,
 "http://purl.bdrc.io/resource/MW1KG4519" , "http://purl.bdrc.io/resource/G836" , "spa gro/" ,
 "http://purl.bdrc.io/resource/MW26033" , "http://purl.bdrc.io/resource/G836" , "spa gro/" ,
 "http://purl.bdrc.io/resource/MW1KG17594" , "http://purl.bdrc.io/resource/G233" , "'phan po na len+dra/" ,
 "http://purl.bdrc.io/resource/MW1KG17593" , "http://purl.bdrc.io/resource/G233" , "'phan po na len+dra/" ,
 "http://purl.bdrc.io/resource/MW8LS17543" , "http://purl.bdrc.io/resource/G4910" , "bswe dgon pa/" ,
 "http://purl.bdrc.io/resource/MW29256" , "http://purl.bdrc.io/resource/G1202" , "a mdo/" ,
 "http://purl.bdrc.io/resource/MW20531" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW1GS54749" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW14322" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW20530" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW00KG07598" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW4CZ75" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW2CZ8020" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW30155" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW4CZ5370" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW1CZ2508" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW4CZ1" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW2CZ7855" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW11818" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW1GS54860" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW3CZ1" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW1CZ2047" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW30153" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW29689" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW30135" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW30181" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW4CZ1044" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW1CZ1244" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW1NLM3285" , "http://purl.bdrc.io/resource/G584" , "mong gol/" ,
 "http://purl.bdrc.io/resource/MW00EGS1017077" , "http://purl.bdrc.io/resource/G3188" , "rgya gar/" ,
 "http://purl.bdrc.io/resource/MW2PD17371" , "http://purl.bdrc.io/resource/G3261" , "ser shul dgon/" ,
 "http://purl.bdrc.io/resource/MW3PD444" , "http://purl.bdrc.io/resource/G3466" , "rmugs sangs dgon/" ,
 "http://purl.bdrc.io/resource/MW2PD17486" , "http://purl.bdrc.io/resource/G3466" , "rmugs sangs dgon/" ,
 "http://purl.bdrc.io/resource/MW1CZ1192" , "http://purl.bdrc.io/resource/G391" , "gser mdog can/" ,
 "http://purl.bdrc.io/resource/MW8LS17462" , "http://purl.bdrc.io/resource/G298" , "khya dge dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS18339" , "http://purl.bdrc.io/resource/G298" , "khya dge dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS18336" , "http://purl.bdrc.io/resource/G298" , "khya dge dgon/" ,
 "http://purl.bdrc.io/resource/MW4CZ74181" , "http://purl.bdrc.io/resource/G298" , "khya dge dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS16740" , "http://purl.bdrc.io/resource/G1931" , "gtsang dgon/" ,
 "http://purl.bdrc.io/resource/MW30261" , "http://purl.bdrc.io/resource/G50" , "khams pa sgar/" ,
 "http://purl.bdrc.io/resource/MW3CN981" , "http://purl.bdrc.io/resource/G221" , "shel dkar chos sde/" ,
 "http://purl.bdrc.io/resource/MW22175" , "http://purl.bdrc.io/resource/G2084" , "dol po/" ,
 "http://purl.bdrc.io/resource/MW1NLM1718" , "http://purl.bdrc.io/resource/G1395" , "khal kha/" ,
 "http://purl.bdrc.io/resource/MW1CZ2543" , "http://purl.bdrc.io/resource/G188" , "a 'dzom dgon/" ,
 "http://purl.bdrc.io/resource/MW1KG12542" , "http://purl.bdrc.io/resource/G188" , "a 'dzom dgon/" ,
 "http://purl.bdrc.io/resource/MW3MS701" , "http://purl.bdrc.io/resource/G262" , "lcang lung dgon/" ,
 "http://purl.bdrc.io/resource/MW4CZ74200" , "http://purl.bdrc.io/resource/G262" , "lcang lung dgon/" ,
 "http://purl.bdrc.io/resource/MW23387" , "http://purl.bdrc.io/resource/G4710" , "rin spungs rdzong /" ,
 "http://purl.bdrc.io/resource/MW8LS15733" , "http://purl.bdrc.io/resource/G198" , "yangs pa can dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1PD90154" , "http://purl.bdrc.io/resource/G198" , "yangs pa can dgon pa/" ,
 "http://purl.bdrc.io/resource/MW19618" , "http://purl.bdrc.io/resource/G1819" , "lha sa khul/" ,
 "http://purl.bdrc.io/resource/MW15448" , "http://purl.bdrc.io/resource/G1819" , "lha sa khul/" ,
 "http://purl.bdrc.io/resource/MW2CZ6598" , "http://purl.bdrc.io/resource/G2832" , "ras chung phug" ,
 "http://purl.bdrc.io/resource/MW8LS76287" , "http://purl.bdrc.io/resource/G1KR2032" , "zhal shul dgon/" ,
 "http://purl.bdrc.io/resource/MW19461" , "http://purl.bdrc.io/resource/G1398" , "'bras ljongs/" ,
 "http://purl.bdrc.io/resource/MW1KG10870" , "http://purl.bdrc.io/resource/G1398" , "'bras ljongs/" ,
 "http://purl.bdrc.io/resource/MW25274" , "http://purl.bdrc.io/resource/G1398" , "'bras ljongs/" ,
 "http://purl.bdrc.io/resource/MW1NLM1792" , "http://purl.bdrc.io/resource/G1955" , "g.yung hwa dgon/" ,
 "http://purl.bdrc.io/resource/MW26573" , "http://purl.bdrc.io/resource/G4533" , "bkra shis rab brtan gling /" ,
 "http://purl.bdrc.io/resource/MW2CZ7504" , "http://purl.bdrc.io/resource/G4533" , "bkra shis rab brtan gling /" ,
 "http://purl.bdrc.io/resource/MW2CZ7505" , "http://purl.bdrc.io/resource/G4533" , "bkra shis rab brtan gling /" ,
 "http://purl.bdrc.io/resource/MW2PD17096" , "http://purl.bdrc.io/resource/G3791" , "lha sgang dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS18145" , "http://purl.bdrc.io/resource/G293" , "gtsos dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1KG89107" , "http://purl.bdrc.io/resource/G3464" , "rgyal mo dgon/" ,
 "http://purl.bdrc.io/resource/MW14669" , "http://purl.bdrc.io/resource/G571" , "mnga' ris/" ,
 "http://purl.bdrc.io/resource/MW8LS32608" , "http://purl.bdrc.io/resource/G4853" , "bde thang dgon/" ,
 "http://purl.bdrc.io/resource/MW25646" , "http://purl.bdrc.io/resource/G317" , "brag dkar rta so/" ,
 "http://purl.bdrc.io/resource/MW1KG9122" , "http://purl.bdrc.io/resource/G1541" , "dar rgyas dgon/" ,
 "http://purl.bdrc.io/resource/MW20867" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS15849" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS16256" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS16284" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS16440" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS15881" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS15912" , "http://purl.bdrc.io/resource/G37" , "tsA 'dra rin chen brag" ,
 "http://purl.bdrc.io/resource/MW8LS16265" , "http://purl.bdrc.io/resource/G665" , "dpal ri dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS16259" , "http://purl.bdrc.io/resource/G665" , "dpal ri dgon/" ,
 "http://purl.bdrc.io/resource/MW1229" , "http://purl.bdrc.io/resource/G156" , "phur bu lcog ri khrod/" ,
 "http://purl.bdrc.io/resource/MW3CN1302" , "http://purl.bdrc.io/resource/G00EGS1017242" , "glo/" ,
 "http://purl.bdrc.io/resource/MW4CZ301809" , "http://purl.bdrc.io/resource/G712" , "rtsib ri dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS16523" , "http://purl.bdrc.io/resource/G712" , "rtsib ri dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS16344" , "http://purl.bdrc.io/resource/G712" , "rtsib ri dgon/" ,
 "http://purl.bdrc.io/resource/MW3CN22719" , "http://purl.bdrc.io/resource/G452" , "g.yer gshong dgon/" ,
 "http://purl.bdrc.io/resource/MW1NLM938" , "http://purl.bdrc.io/resource/G452" , "g.yer gshong dgon/" ,
 "http://purl.bdrc.io/resource/MW21521" , "http://purl.bdrc.io/resource/G382" , "mtshams brag dgon/" ,
 "http://purl.bdrc.io/resource/MW23445" , "http://purl.bdrc.io/resource/G382" , "mtshams brag dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS68177" , "http://purl.bdrc.io/resource/G3518" , "gra thang dgon/" ,
 "http://purl.bdrc.io/resource/MW1NLM2761" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW8LS32551" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM1383" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW8LS31894" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM1518" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM234" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM1487" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM3261" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM2928" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW1NLM2910" , "http://purl.bdrc.io/resource/G507" , "dga' ldan theg chen gling /" ,
 "http://purl.bdrc.io/resource/MW26457" , "http://purl.bdrc.io/resource/G4676" , "ri sbug ri khrod/" ,
 "http://purl.bdrc.io/resource/MW26455" , "http://purl.bdrc.io/resource/G4676" , "ri sbug ri khrod/" ,
 "http://purl.bdrc.io/resource/MW1KG4451" , "http://purl.bdrc.io/resource/G4166" , "thar pa gling /" ,
 "http://purl.bdrc.io/resource/MW3CN965" , "http://purl.bdrc.io/resource/G2194" , "mtho lding dgon pa/" ,
 "http://purl.bdrc.io/resource/MW4CZ301824" , "http://purl.bdrc.io/resource/G4148" , "phag mo lha sdings/" ,
 "http://purl.bdrc.io/resource/MW8LS16232" , "http://purl.bdrc.io/resource/G4148" , "phag mo lha sdings/" ,
 "http://purl.bdrc.io/resource/MW8LS31897" , "http://purl.bdrc.io/resource/G1837" , "gong ba grwa tshang /" ,
 "http://purl.bdrc.io/resource/MW1CZ1175" , "http://purl.bdrc.io/resource/G1KR1565" , "'dar grong mo che/" ,
 "http://purl.bdrc.io/resource/MW12170" , "http://purl.bdrc.io/resource/G48" , "gnyal dre'u lhas dgon/" ,
 "http://purl.bdrc.io/resource/MW12171" , "http://purl.bdrc.io/resource/G48" , "gnyal dre'u lhas dgon/" ,
 "http://purl.bdrc.io/resource/MW8LS73577" , "http://purl.bdrc.io/resource/G270" , "sman rtsis khang /" ,
 "http://purl.bdrc.io/resource/MW1KG89110" , "http://purl.bdrc.io/resource/G458" , "kha sgang o bso dgon/" ,
 "http://purl.bdrc.io/resource/MW1NLM1511" , "http://purl.bdrc.io/resource/G2KR132" , "khu ral/" ,
 "http://purl.bdrc.io/resource/MW1KG11775" , "http://purl.bdrc.io/resource/G4716" , "bum thang /" ,
 "http://purl.bdrc.io/resource/MW3JT13606" , "http://purl.bdrc.io/resource/G4706" , "thim phu/" ,
 "http://purl.bdrc.io/resource/MW22143" , "http://purl.bdrc.io/resource/G4706" , "thim phu/" ,
 "http://purl.bdrc.io/resource/MW8LS73459" , "http://purl.bdrc.io/resource/G328" , "dga' ldan chos 'phel/" ,
