 "mw" , "pub" ,
 "http://purl.bdrc.io/resource/MW21200" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21426" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21428" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20983" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21193" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21087" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21187" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21241" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21277" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21006" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28756" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21112" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21415" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21419" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21288" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21268" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21244" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21029" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21245" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21425" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21401" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20979" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20935" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21033" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21101" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21198" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21111" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21128" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21009" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20946" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21059" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21125" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28775" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21067" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21242" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21028" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20974" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21183" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21253" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20938" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21175" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20923" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20958" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21246" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20936" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21038" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20981" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21086" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28757" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21154" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21421" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20940" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21040" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21131" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21120" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21114" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28760" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21083" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21163" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21046" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21072" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20982" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21132" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28762" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21093" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21036" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20939" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21104" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28776" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20980" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21178" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21290" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21255" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21388" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20961" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20967" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21065" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21157" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21407" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21252" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28790" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21438" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21262" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21285" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21133" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21156" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21201" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21099" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21273" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28758" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21394" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21138" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20994" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21406" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21189" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21385" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21278" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21239" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28777" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20989" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28781" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21139" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21107" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21096" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28755" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21386" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21267" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21248" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20970" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21078" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20933" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20957" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21250" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21254" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21129" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21260" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21266" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21427" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20991" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20998" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21056" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21108" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20963" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28759" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21195" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21075" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28772" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21180" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21058" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20928" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21137" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20929" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21008" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20996" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20971" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21051" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21412" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20941" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21150" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21395" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21396" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21420" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21410" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21088" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21089" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21392" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21263" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21148" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20960" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21054" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21272" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20934" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21117" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21389" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21416" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21063" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21151" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW15563" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21116" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20988" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20955" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21013" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21414" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21170" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20942" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21162" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21271" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28788" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21057" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21274" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21110" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21095" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21280" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21064" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21261" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21155" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20992" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28761" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21181" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21185" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21383" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21238" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21434" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21062" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20968" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21257" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28791" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21432" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21060" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21045" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21166" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20948" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20925" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21243" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21164" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21279" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28779" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21287" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21399" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21292" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21391" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21199" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21010" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21130" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21102" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21204" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20973" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21408" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28767" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21264" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21429" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW5447" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21082" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21393" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21397" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21092" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21000" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21249" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20920" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20921" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21188" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21135" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28783" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21073" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21161" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20984" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21084" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20965" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21153" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21418" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21113" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20951" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21387" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21100" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28774" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21085" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21126" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21433" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20997" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20943" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW10239" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21044" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21158" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21259" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21127" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21203" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21191" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21197" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20930" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21066" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21384" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21168" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28786" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21094" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20972" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21097" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21052" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21035" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21437" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20969" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20949" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21136" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21070" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28773" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20926" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21002" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21240" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20947" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21091" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20950" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20959" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21012" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21123" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21109" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21043" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21179" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21122" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21431" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28754" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21398" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21098" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20962" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20922" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21048" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21007" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21196" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21284" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21041" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21047" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21247" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21423" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20975" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20952" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21276" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21382" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21014" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20986" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21049" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21269" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28782" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28769" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21034" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28750" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21115" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21119" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20937" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21106" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21436" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20966" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21134" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21076" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21184" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21190" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21068" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21159" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21422" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20964" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21030" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21037" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21090" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20924" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20977" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21293" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21186" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21152" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21206" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21031" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21124" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21413" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21202" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28765" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28784" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21103" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28785" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20987" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21282" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21032" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21275" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28787" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21173" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21390" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21169" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21400" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21011" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20995" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21004" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21149" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21430" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20985" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21194" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21077" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21146" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21074" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21165" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21055" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21251" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21256" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21042" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21003" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20990" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21050" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28766" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21381" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21289" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20927" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21182" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21053" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21258" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21080" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21105" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21404" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21192" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28768" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20932" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21071" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21160" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW28789" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW20993" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21409" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21294" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21265" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW21291" , "dehradun, u.p." ,
 "http://purl.bdrc.io/resource/MW1NLM1347" , "sog yul/" ,
 "http://purl.bdrc.io/resource/MW1NLM74" , "sog yul/" ,
 "http://purl.bdrc.io/resource/MW1NLM801" , "sog yul/" ,
 "http://purl.bdrc.io/resource/MW1NLM39" , "sog yul/" ,
 "http://purl.bdrc.io/resource/MW1NLM1617" , "sog yul/" ,
 "http://purl.bdrc.io/resource/MW1NLM45" , "sog yul/" ,
