 "mw" , "pub" ,
 "http://purl.bdrc.io/resource/MW1KG5274" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29989" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137827" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16801" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00JR585" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159416" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18679" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29680" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW28834" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20829" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24606" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC440" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14622" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6081" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19132" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG23755" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16605" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6057" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD95814" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG23821" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68445" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18589" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24877" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29985" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21659" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25658" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1GS983" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18844" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25122" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6327" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22989" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6329" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24666" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG18570" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW741" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD90033" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18757" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG17281" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24577" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC446" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC319" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68138" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209063" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18772" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29365" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14552" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20454" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137813" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9032" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18538" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC413" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5260" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW28974" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17442" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1096" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG08442" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68153" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS67614" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20555" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19093" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24791" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25713" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20187" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC462" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB13644" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68430" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6248" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3CN5667" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25692" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW13868" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137782" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68064" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25181" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25027" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16951" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD95727" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5259" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4614" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24817" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18484" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01512" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24753" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6330" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68183" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14619" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68156" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8531" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29397" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14527" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1017511" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW30054" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29106" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16800" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24594" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24862" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25174" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9038" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21869" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW28971" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24889" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG0538" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68289" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1017422" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24609" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1GS60403" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC466" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18577" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW26180" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19027" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21637" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3CN16179" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW11395" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG744" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29285" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159534" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209069" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24588" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD6" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW7516" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25256" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1GS11" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG23743" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5261" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW28836" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8527" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68325" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC459" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19111" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137807" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29292" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6247" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC449" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW30408" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209067" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC418" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21893" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4565" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS67636" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG659" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12059" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01509" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ315259" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB13640" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ315249" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159435" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209065" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20025" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29975" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21653" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25170" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG23745" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24943" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD152295" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4618" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG667" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16796" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15511" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68220" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16716" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68168" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24776" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24034" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD105855" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25611" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB13643" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18574" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24576" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB13636" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG21273" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159404" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29980" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16804" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24596" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68424" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25018" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137818" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20408" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18532" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25121" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01515" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24668" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24965" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24601" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21871" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20231" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68460" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW30071" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29170" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW22056" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3CN17304" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16606" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG02759" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20082" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18763" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS44182" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16001" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5272" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209060" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00PD1011352" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16803" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68232" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14556" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25177" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21654" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC245" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18727" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW30488" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW25986" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24525" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6259" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD95796" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68205" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24726" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB13637" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24826" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137822" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137820" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW19678" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25036" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW22299" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC442" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16719" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159456" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68439" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29166" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29295" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3PD399" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18775" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137789" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159408" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16945" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16948" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68247" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209058" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC246" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4617" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC420" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS66257" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24667" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3PD354" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19129" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24782" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW22015" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24720" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29478" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW30308" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD137808" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG397" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1GS148713" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29159" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB13639" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS42247" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19120" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19117" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6151" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18235" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24607" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20424" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC439" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14625" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68295" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20108" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4629" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68208" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00PD1011326" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD159405" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29180" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24865" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21861" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW15973" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC247" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG6156" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24937" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ333397" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17435" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24608" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68162" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8483" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1PD86468" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209061" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS44166" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68307" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW20086" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC454" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18586" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68139" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00KG0622" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18640" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW28959" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3CN8758" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29179" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24767" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG16798" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68229" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5987" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4625" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24729" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW29290" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3PD395" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1AC317" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18634" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68310" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW3CN472" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209068" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS18652" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG23842" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG25701" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1017319" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1TLMTGA000323" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24934" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14629" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW21927" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW24991" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW1KG24823" , "mi rigs dpe skrun khang /" ,
 "http://purl.bdrc.io/resource/MW8LS68331" , "mi rigs dpe skrun khang /" ,
