location_orig,location_new,location_lang,name_orig,name_new,name_lang,uri
nor gling bod kyi rig gzhung gces skyong khang /,nor gling bod kyi rig gzhung gces skyong khang /,bo-x-ewts,nor gling bod kyi rig gzhung gces skyong khang /,nor gling bod kyi rig gzhung gces skyong khang /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002239
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002695
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002763
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001447
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001762
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002790
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med pa/,gsal kha med pa/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003025
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002684
gsal kha med/,gsal kha med/,bo-x-ewts,sa skya rgyal yongs gsung rab slob gnyer khang /,sa skya rgyal yongs gsung rab slob gnyer khang /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001752
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002527
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002724
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001454
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002583
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003006
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002865
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002681
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002470
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002787
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002538
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002318
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002847
gsal kha med/,gsal kha med/,bo-x-ewts,Archana/,Archana/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003067
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002608
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003039
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002606
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001788
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002862
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002702
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003040
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002065
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002632
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002825
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001664
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002597
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001453
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002380
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001764
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002529
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002833
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002589
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002690
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002567
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003121
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002762
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002146
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002467
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002780
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002808
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003103
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001569
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002613
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002990
gsal kha med/,gsal kha med/,bo-x-ewts,mang mkhar/,mang mkhar/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002839
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001760
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002353
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002600
gsal kha med/,gsal kha med/,bo-x-ewts,Printed By Dorjee Tsering,Printed By Dorjee Tsering,en,http://purl.bdrc.io/resource/W1TLMTGA001588
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002134
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002725
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001627
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002837
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001789
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002831
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002610
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002745
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002621
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002889
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002176
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002734
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003037
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002868
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002773
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002623
gsal kha med/,gsal kha med/,bo-x-ewts,sa skya rgyal yongs gsung rab slob gnyer khang /,sa skya rgyal yongs gsung rab slob gnyer khang /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001751
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002738
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002604
gsal kha med/,gsal kha med/,bo-x-ewts,'bri gung bka' brgyud gtsug lag slob gnyer khang /,'bri gung bka' brgyud gtsug lag slob gnyer khang /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003061
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002720
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003028
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002961
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002627
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002969
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002950
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001498
gsal kha med/,gsal kha med/,bo-x-ewts,phrin las bzang mo/,phrin las bzang mo/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003021
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha meda',gsal kha meda',bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002892
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003022
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001450
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002528
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001318
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001472
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002775
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002733
gsal kha med/,gsal kha med/,bo-x-ewts,bstan 'dzin bde legs/,bstan 'dzin bde legs/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001500
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002559
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001438
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002475
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002602
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002984
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002879
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002476
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003027
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002938
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002569
gsal kha med/,gsal kha med/,bo-x-ewts,dge slong ngag blo/,dge slong ngag blo/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002760
gsal kha med/,gsal kha med/,bo-x-ewts,klu sding mkhan chen/,klu sding mkhan chen/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002757
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003092
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003029
gsal kha med/,gsal kha med/,bo-x-ewts,rgyal yongs sa chen/,rgyal yongs sa chen/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003036
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002742
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002490
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001575
gsal kha med/,gsal kha med/,bo-x-ewts,sa skya rgyal yongs gsung rab slob gnyer khang /,sa skya rgyal yongs gsung rab slob gnyer khang /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001749
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002625
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001768
gsal kha med/,gsal kha med/,bo-x-ewts,Imperial/,Imperial/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002242
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002741
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002586
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002270
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002834
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001641
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002459
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002785
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001942
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002603
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002874
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003034
gsal kha med/,gsal kha med/,bo-x-ewts,sa skya rgyal yong gsung rab slob gnyer khang /,sa skya rgyal yong gsung rab slob gnyer khang /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001753
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002685
gsal kha med/,gsal kha med/,bo-x-ewts,phun tshogs rdo rje gling /,phun tshogs rdo rje gling /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002273
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA003063
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002754
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002791
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001763
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002727
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002620
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001675
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001456
gsal kha med/,gsal kha med/,bo-x-ewts,ser byes/,ser byes/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001515
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002964
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001947
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001572
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002650
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002736
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002588
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002605
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001491
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001366
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002746
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002512
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002587
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002739
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002835
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002772
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002494
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002489
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001643
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002076
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002615
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002866
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001440
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002496
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001980
gsal kha med/,gsal kha med/,bo-x-ewts,gser ljongs bla rung lnga rig nang bstan slob gling /,gser ljongs bla rung lnga rig nang bstan slob gling /,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002477
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002752
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002767
gsal kha med/,gsal kha med/,bo-x-ewts,T.G. Dhongthog,T.G. Dhongthog,en,http://purl.bdrc.io/resource/W1TLMTGA002770
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002551
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002630
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002782
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002323
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002507
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002563
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001945
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002622
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA001448
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002244
gsal kha med/,gsal kha med/,bo-x-ewts,gsal kha med/,gsal kha med/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002688
gsal kha med/,gsal kha med/,bo-x-ewts,ngor klu lding nas spar bskrun/,ngor klu lding nas spar bskrun/,bo-x-ewts,http://purl.bdrc.io/resource/W1TLMTGA002491
