location_orig,location_new,name_orig,name_new,uri
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6336
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6538
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7556
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9822
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6057
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8624
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4537
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3727
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7559
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6479
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6872
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4478
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3726
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL657
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4199
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6212
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2528
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10074
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7686
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4689
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7552
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6488
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6048
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3372
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6486
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4925
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4968
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5180
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2728
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7634
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7422
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7688
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2508
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10239
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10376
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6357
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5026
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5159
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10738
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7085
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10111
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10244
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8405
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5895
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4697
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL1802
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3364
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5763
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL792
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8392
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL711
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL785
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8498
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2669
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2031
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5816
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6963
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8617
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3276
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL1420
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5642
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5336
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2030
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9558
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4567
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2164
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10385
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7193
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10316
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3369
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3236
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3555
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9663
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL1939
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8748
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6969
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9947
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3834
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3871
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6808
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4239
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL6217
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8904
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10607
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9811
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL4695
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2036
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5084
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10608
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3366
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5940
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5894
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3499
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10257
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9812
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL1936
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2168
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8747
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2641
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9297
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL5698
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10867
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3107
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL2781
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7067
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9331
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7327
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9499
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL9598
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL7199
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8365
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL10056
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL8397
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL3527
"Nonthaburi, Thailand","Nonthaburi, Thailand",Fragile Palm Leaves Foundation,Fragile Palm Leaves Foundation,http://purl.bdrc.io/resource/W1FPL565
