location_orig,location_new,name_orig,name_new,url
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE7
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19398
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16639
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7552
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15921
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5020
[s.l.],[s.l.],gtsang skor zhol ma'i rig gnas dpe tshogs/,gtsang skor zhol ma'i rig gnas dpe tshogs/,https://www.tbrc.org/#!rid=W1KG4246
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7555
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD5019
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181148
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W26678
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5159
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG1616
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16289
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1168
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16020
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN8009
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1299
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS30936
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W23910
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN1332
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ20860
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1176
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ20863
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ74553
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15305
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19751
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG22123
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181155
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG89119
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15308
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15902
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG89118
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9274
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13687
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN8276
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9276
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15304
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG89114
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17844
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG22381
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181150
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG5097
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9277
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17842
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17841
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15300
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17848
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32601
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32734
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17508
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W14550
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG89132
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD19906
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16516
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9280
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17846
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32736
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15190
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG1756
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31539
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32730
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ301807
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32731
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9284
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31401
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG10030
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ301809
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17849
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32600
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5276
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16031
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7674
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19760
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15411
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5141
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5273
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5014
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17366
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG07636
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17232
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7970
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1056
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1055
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15807
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ302656
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15939
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD5024
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD5023
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ307421
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19763
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15058
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19631
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15059
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG17453
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9285
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9287
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29344
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32726
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32727
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9289
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18309
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG8927
[s.l.],[s.l.],[s.n],[s.n],https://www.tbrc.org/#!rid=W3CN3105
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16522
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16655
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16528
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20015
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ2747
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32748
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7798
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17093
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32610
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ307407
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17729
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32611
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20141
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG23518
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17092
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32612
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2636
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2DB4597
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19640
[s.l.],[s.l.],[s.l.],[s.l.],https://www.tbrc.org/#!rid=W3CN5261
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD2187
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2507
[s.l.],[s.l.],rogs pa tshogs pa/,rogs pa tshogs pa/,https://www.tbrc.org/#!rid=W1KG22576
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17243
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20626
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15946
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17242
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG23038
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN1575
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ74444
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD1207
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19643
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18311
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD1208
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN1446
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19512
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD53745
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17731
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE20
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16663
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE21
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17458
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19290
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN879
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17456
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD96301
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29222
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19293
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7657
[s.l.],[s.l.],sgo dmar dga' ldan phun tshogs,sgo dmar dga' ldan phun tshogs,https://www.tbrc.org/#!rid=W3MS21
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20027
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG3823
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG4187
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31425
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W30422
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7651
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31421
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16186
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15954
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS826
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19781
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1902
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W6460
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG23049
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ65573
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE15
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG23047
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE17
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32399
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ41809
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ302504
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29231
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16412
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16545
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG4194
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16411
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32396
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ307404
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG03595
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG10443
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ307405
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD1211
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG23044
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7645
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16192
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN14288
[s.l.],[s.l.],gtsug lag rgya mtsho'i rtsom sgrig khang /,gtsug lag rgya mtsho'i rtsom sgrig khang /,https://www.tbrc.org/#!rid=W3CN5114
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7514
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG2855
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN4048
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD19474
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG13683
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG23050
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE50
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG13682
[s.l.],[s.l.],['jo dgon pad dkar bshad gling],['jo dgon pad dkar bshad gling],https://www.tbrc.org/#!rid=W1KG4299
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG1657
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15831
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32769
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS483
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20033
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS26135
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5240
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2612
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG3570
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN12981
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15966
[s.l.],[s.l.],gtsug lag rgya mtsho'i rtsom sgrig khang /,gtsug lag rgya mtsho'i rtsom sgrig khang /,https://www.tbrc.org/#!rid=W3CN5111
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG03842
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS838
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS835
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W5JW14
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16909
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19538
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19407
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD971
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN4050
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS841
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19535
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16551
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG22474
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN4180
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29371
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN727
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29243
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG8824
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG10430
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN3331
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ2765
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7517
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG12214
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ74206
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16559
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1EE48
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32649
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS493
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5234
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7502
[s.l.],[s.l.],dpal ya chen o rgyan bsam gtan gling /,dpal ya chen o rgyan bsam gtan gling /,https://www.tbrc.org/#!rid=W2PD19594
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32645
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1311
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ307769
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2385
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15976
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2382
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20177
[s.l.],[s.l.],krung go rgyal spyi'i skad yig dpe skrun khang /,krung go rgyal spyi'i skad yig dpe skrun khang /,https://www.tbrc.org/#!rid=W3CN7898
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20045
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1GS66251
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17549
[s.l.],[s.l.],jo mo glang ma'i rig gnas par skrun khang /,jo mo glang ma'i rig gnas par skrun khang /,https://www.tbrc.org/#!rid=W3CN5360
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19410
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG22475
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32644
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9413
[s.l.],[s.l.],'dzi sgar bkra shis thub bstan chos 'khor dge 'phel gling /,'dzi sgar bkra shis thub bstan chos 'khor dge 'phel gling /,https://www.tbrc.org/#!rid=W3CN5231
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS25562
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2601
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18341
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN10201
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32640
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18342
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS30377
[s.l.],[s.l.],[.n.],[.n.],https://www.tbrc.org/#!rid=W8LS19673
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ74326
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16691
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19413
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG22485
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD20095
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1099
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29383
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS499
[s.l.],[s.l.],mthun lung dpe skrun tshogs pa/,mthun lung dpe skrun tshogs pa/,https://www.tbrc.org/#!rid=W1KG15933
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16567
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17631
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN844
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13384
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS30985
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ302375
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15851
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD1121
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15889
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01646
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG12287
[s.l.],[s.l.],[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01644
