location_orig,GID,name_orig,name_new,url
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20096
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17553
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16488
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17682
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17557
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16226
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1AC1
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7493
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7930
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32692
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5099
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16229
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13750
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01609
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17558
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9254
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN12918
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01607
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS91
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN53
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD913
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9256
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01606
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9122
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1994
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD929
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31865
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1863
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19341
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD45093
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2800
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13627
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16714
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1868
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2937
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1869
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD20783
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1113
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG1608
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD14767
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1245
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG3168
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1110
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32576
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ5681
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3PD434
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1250
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31241
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17695
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3PD443
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG14802
[s.l.],UNKNOWN_Place,khams dkar mdzes ban rgan dgon nang bstan slob gling /,khams dkar mdzes ban rgan dgon nang bstan slob gling /,https://www.tbrc.org/#!rid=W2PD19181
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG2808
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD90154
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20207
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG12534
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31727
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG12669
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16107
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ8042
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5309
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17082
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9265
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1860
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7949
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1873
[s.l.],UNKNOWN_Place,[ s.n.],[ s.n.],https://www.tbrc.org/#!rid=W4CZ1085
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31878
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16853
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01626
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13639
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN1729
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG5178
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN1726
[s.l.],UNKNOWN_Place,dpal ya chen o rgyan bsam gtan gling /,dpal ya chen o rgyan bsam gtan gling /,https://www.tbrc.org/#!rid=W3CN5420
[s.l.],UNKNOWN_Place,rdo dgon gna' deb srung skyob tshogs pa/,rdo dgon gna' deb srung skyob tshogs pa/,https://www.tbrc.org/#!rid=W4CZ48435
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG12178
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1258
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD20770
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17928
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7698
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD20771
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1254
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7598
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17444
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17311
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29198
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16377
[s.l.],UNKNOWN_Place,kangtsa bumme and neljorma lumo,kangtsa bumme and neljorma lumo,https://www.tbrc.org/#!rid=W8LS16244
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16375
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD159443
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32580
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17448
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ42596
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG13989
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17446
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ42597
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG5665
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN14321
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16990
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN13125
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG10387
[s.l.],UNKNOWN_Place,gser thang bla rung lnga rig nang bstan slob gling /,gser thang bla rung lnga rig nang bstan slob gling /,https://www.tbrc.org/#!rid=W3CN4970
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181195
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7913
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181196
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16868
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19365
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17930
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18295
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN677
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15897
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15893
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31003
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15891
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1131
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1264
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS23460
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16256
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD159530
[s.l.],UNKNOWN_Place,thub bstan rdo rje brag dgon gyi lo rgyus rtsom sgrig tshan chung,thub bstan rdo rje brag dgon gyi lo rgyus rtsom sgrig tshan chung,https://www.tbrc.org/#!rid=W00KG03798
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9247
[s.l.],UNKNOWN_Place,mtshur phu dgon gtsug lag dpe rnying phyogs sgrig nas bskrun/,mtshur phu dgon gtsug lag dpe rnying phyogs sgrig nas bskrun/,https://www.tbrc.org/#!rid=W3CN5066
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31395
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN14339
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG24310
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W27595
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG5199
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ301722
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31392
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13654
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN14336
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181185
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG5194
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG02590
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7926
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181183
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG12773
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7925
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9290
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ892
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32701
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9293
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31891
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3PD1001
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG15579
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG22489
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3PD1000
[s.l.],UNKNOWN_Place,zho ra blo bzang bkra shis/,zho ra blo bzang bkra shis/,https://www.tbrc.org/#!rid=W3CN2191
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ315251
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31893
[s.l.],UNKNOWN_Place,[zhe chen ri khrod],[zhe chen ri khrod],https://www.tbrc.org/#!rid=W1CZ1014
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31894
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W25589
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7980
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16265
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1278
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG03999
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1277
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16396
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16262
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN4951
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15905
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31146
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17206
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1281
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20851
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG010084
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN4820
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17337
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13662
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD159426
[s.l.],UNKNOWN_Place,dpal ya chen o rgyan bsam gtan gling /,dpal ya chen o rgyan bsam gtan gling /,https://www.tbrc.org/#!rid=W3CN5402
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13664
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16750
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9297
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16880
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG21291
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19736
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15341
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20111
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17956
[s.l.],UNKNOWN_Place,gser rnga rtsom sgrig tsho chung /,gser rnga rtsom sgrig tsho chung /,https://www.tbrc.org/#!rid=W3CN2188
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19386
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W25579
[s.l.],UNKNOWN_Place,gser thang bla rung lnga rig nang bstan slob gling /,gser thang bla rung lnga rig nang bstan slob gling /,https://www.tbrc.org/#!rid=W3CN5033
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16011
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4PD970
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD19925
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7561
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1289
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1156
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS15911
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN5168
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16274
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ886
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1297
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01596
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2CZ7986
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17218
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG03990
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN2679
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1160
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W00KG01594
[s.l.],UNKNOWN_Place,zhang bod shes rig dpe tshogs khang /,zhang bod shes rig dpe tshogs khang /,https://www.tbrc.org/#!rid=W1KG14491
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1291
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17535
[s.l.],UNKNOWN_Place,khri ngag dbang chos 'phel,khri ngag dbang chos 'phel,https://www.tbrc.org/#!rid=W4CZ74526
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W4CZ15584
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W11902
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W459
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15334
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17530
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN15336
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17703
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18068
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS19266
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17702
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS16503
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG1610
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN510
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17706
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9272
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9271
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD17645
[s.l.],UNKNOWN_Place,dpal spungs dgon/,dpal spungs dgon/,https://www.tbrc.org/#!rid=W2PD17512
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3MS133
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W23690
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17709
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG2816
[s.l.],UNKNOWN_Place,rin chen gter mdzod rig gnas dar spel khang /,rin chen gter mdzod rig gnas dar spel khang /,https://www.tbrc.org/#!rid=W3CN5285
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1169
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17221
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1167
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS32366
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG8916
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN8015
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1175
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1174
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31164
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1PD181157
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1172
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1CZ1171
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN8279
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17840
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W2PD19431
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG89117
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG9273
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3JT13688
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS31161
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN7078
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W16478
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W1KG5099
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS17710
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS18071
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS20126
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W3CN12954
[s.l.],UNKNOWN_Place,[s.n.],[s.n.],https://www.tbrc.org/#!rid=W8LS29216
