 "placeid" , "placename" ,
 "http://purl.bdrc.io/resource/G8LS12302" , "rongpo gyudpa datsang" ,
 "http://purl.bdrc.io/resource/G8LS12318" , "rong po dus 'khor grwa tshang" ,
 "http://purl.bdrc.io/resource/G8LS12318" , "rongpo dukhor datsang" ,
 "http://purl.bdrc.io/resource/G8LS12318" , "dus 'khor grwa tshang gsang sngags dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1909" , "ru sngun grwa tshang" ,
 "http://purl.bdrc.io/resource/G1909" , "phun tshogs chos gling" ,
 "http://purl.bdrc.io/resource/G1909" , "ru sngun grwa tshang phun tshogs chos gling" ,
 "http://purl.bdrc.io/resource/G2780" , "bya mdo zhang (kos nan rdzong)" ,
 "http://purl.bdrc.io/resource/G248" , "se ra sngags pa grwa tshang" ,
 "http://purl.bdrc.io/resource/G248" , "Sera Ngakpa Dratsang" ,
 "http://purl.bdrc.io/resource/G248" , "sngags pa grwa tshang (se ra dgon pa)" ,
 "http://purl.bdrc.io/resource/G1945" , "sku 'bum sman pa grwa tshang" ,
 "http://purl.bdrc.io/resource/G1945" , "Kumbum Menpa Dratsang" ,
 "http://purl.bdrc.io/resource/G1710" , "sku 'bum dus 'khor grwa tshang" ,
 "http://purl.bdrc.io/resource/G1710" , "Kumbum Dukor Dratsang" ,
 "http://purl.bdrc.io/resource/G564" , "lcags lung" ,
 "http://purl.bdrc.io/resource/G564" , "gtsang lcags lung" ,
 "http://purl.bdrc.io/resource/G290" , "Ganden Pukpoche" ,
 "http://purl.bdrc.io/resource/G290" , "dga' ldan phug po che/" ,
 "http://purl.bdrc.io/resource/G1176" , "lha rtse khul/" ,
 "http://purl.bdrc.io/resource/G1176" , "gtsang lha rtse/" ,
 "http://purl.bdrc.io/resource/G1695" , "gcan tsha rdzong" ,
 "http://purl.bdrc.io/resource/G1695" , 尖扎县 ,
 "http://purl.bdrc.io/resource/G1695" , "jianzha xian" ,
 "http://purl.bdrc.io/resource/G1695" , "btsan rdza rdzong" ,
 "http://purl.bdrc.io/resource/G1238" , "rka phug bya tshang" ,
 "http://purl.bdrc.io/resource/G461" , "zhogs gur smon dgon/" ,
 "http://purl.bdrc.io/resource/G461" , "zhogs gur sngon dgon/" ,
 "http://purl.bdrc.io/resource/G461" , "'phan po zhogs gur smon dgon/" ,
 "http://purl.bdrc.io/resource/G461" , "zhog gur smon dgon/" ,
 "http://purl.bdrc.io/resource/G561" , "cung pa chu skor/" ,
 "http://purl.bdrc.io/resource/G561" , "'phan yul smad cung pa chu skor/" ,
 "http://purl.bdrc.io/resource/G163" , "rong bo dgon chen/" ,
 "http://purl.bdrc.io/resource/G163" , 隆务寺 ,
 "http://purl.bdrc.io/resource/G163" , "Rongpo Gonchen Tosam Namgyaling" ,
 "http://purl.bdrc.io/resource/G163" , "thos bsam rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G163" , "rong po dgon chen thos bsam rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G163" , "longwu si" ,
 "http://purl.bdrc.io/resource/G163" , 隆务大乐法轮洲 ,
 "http://purl.bdrc.io/resource/G163" , "Rongwo" ,
 "http://purl.bdrc.io/resource/G613" , "mgon shul tsho ba/" ,
 "http://purl.bdrc.io/resource/G613" , "rtse gzhung mgon shul tsho ba/" ,
 "http://purl.bdrc.io/resource/G4446" , "sa skya rtse gdong bla brang" ,
 "http://purl.bdrc.io/resource/G74" , "rwa sgreng dgon pa/" ,
 "http://purl.bdrc.io/resource/G74" , 热振寺 ,
 "http://purl.bdrc.io/resource/G74" , "Reting" ,
 "http://purl.bdrc.io/resource/G74" , "rwa bsgrengs/" ,
 "http://purl.bdrc.io/resource/G74" , "rwa sgreng rgyal ba'i dben gnas/" ,
 "http://purl.bdrc.io/resource/G74" , "byang rwa sgreng" ,
 "http://purl.bdrc.io/resource/G74" , "rgyal ba'i dben gnas/" ,
 "http://purl.bdrc.io/resource/G74" , "rezhen si" ,
 "http://purl.bdrc.io/resource/G2299" , "Drakgo county" ,
 "http://purl.bdrc.io/resource/G2299" , 炉霍县 ,
 "http://purl.bdrc.io/resource/G2299" , "brag 'go rdzong" ,
 "http://purl.bdrc.io/resource/G2299" , "luhuo xian" ,
 "http://purl.bdrc.io/resource/G2299" , "tre hor brag 'go" ,
 "http://purl.bdrc.io/resource/G2299" , "hor brag mgo rdzong" ,
 "http://purl.bdrc.io/resource/G2310" , "rong brag rdzong" ,
 "http://purl.bdrc.io/resource/G2310" , "Rongdrak county" ,
 "http://purl.bdrc.io/resource/G2310" , 丹巴县 ,
 "http://purl.bdrc.io/resource/G2310" , "danba xian" ,
 "http://purl.bdrc.io/resource/G2310" , "rong mi brag 'go rdzong" ,
 "http://purl.bdrc.io/resource/G4142" , "ba khog" ,
 "http://purl.bdrc.io/resource/G4142" , "sde dge ba khog" ,
 "http://purl.bdrc.io/resource/G4142" , "ru dam skyid khram lung ba khog" ,
 "http://purl.bdrc.io/resource/G170" , 天堂寺 ,
 "http://purl.bdrc.io/resource/G170" , "Chortentang Tashi Dargyeling" ,
 "http://purl.bdrc.io/resource/G170" , "mchod rten thang dgon/" ,
 "http://purl.bdrc.io/resource/G170" , "mchod rten thang bkra shis dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G170" , "bkra shis dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G170" , "Chortentang Monastery" ,
 "http://purl.bdrc.io/resource/G170" , "tiantang si" ,
 "http://purl.bdrc.io/resource/G180" , 昌都寺 ,
 "http://purl.bdrc.io/resource/G180" , "Chamdo Jampaling" ,
 "http://purl.bdrc.io/resource/G180" , "chab mdo dgon pa/" ,
 "http://purl.bdrc.io/resource/G180" , "byams pa gling" ,
 "http://purl.bdrc.io/resource/G180" , "chab mdo chos 'khor byams gling" ,
 "http://purl.bdrc.io/resource/G180" , "changdu si" ,
 "http://purl.bdrc.io/resource/G180" , "chamuduo jiangbalin si" ,
 "http://purl.bdrc.io/resource/G180" , 强巴林寺 ,
 "http://purl.bdrc.io/resource/G180" , 昌都绛巴林寺 ,
 "http://purl.bdrc.io/resource/G180" , "changdu jiangbalin si" ,
 "http://purl.bdrc.io/resource/G180" , 察木多江巴林寺 ,
 "http://purl.bdrc.io/resource/G180" , "xiangbalin si" ,
 "http://purl.bdrc.io/resource/G180" , "chab mdo byams pa gling" ,
 "http://purl.bdrc.io/resource/G4558" , "de'u rgan sde ba/" ,
 "http://purl.bdrc.io/resource/G1932" , "gser khang dgon/" ,
 "http://purl.bdrc.io/resource/G1932" , "Serkhang Gon" ,
 "http://purl.bdrc.io/resource/G1932" , "gser khang dgon dam chos byin rlabs dga' 'khyil gling" ,
 "http://purl.bdrc.io/resource/G1932" , "dam chos byin rlabs dga' 'khyil gling" ,
 "http://purl.bdrc.io/resource/G1932" , "Serkhang Gon Damcho Jinlap Gakyil Ling" ,
 "http://purl.bdrc.io/resource/G236" , "rgyud stod/" ,
 "http://purl.bdrc.io/resource/G236" , 上密院 ,
 "http://purl.bdrc.io/resource/G236" , "Gyuto Dratsang" ,
 "http://purl.bdrc.io/resource/G236" , "dpal ldan stod rgyud grwa tshang" ,
 "http://purl.bdrc.io/resource/G236" , "Gyuto College" ,
 "http://purl.bdrc.io/resource/G236" , "rgyud stod grwa tshang" ,
 "http://purl.bdrc.io/resource/G236" , "shang miyuan" ,
 "http://purl.bdrc.io/resource/G612" , "chos dpal zhing dgon pa/" ,
 "http://purl.bdrc.io/resource/G612" , 车巴沟寺 ,
 "http://purl.bdrc.io/resource/G612" , "chas pa'i gshis bkra shis chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G612" , 扎西曲科寺 ,
 "http://purl.bdrc.io/resource/G612" , "chebagou si" ,
 "http://purl.bdrc.io/resource/G612" , "zhaxi quke si" ,
 "http://purl.bdrc.io/resource/G460" , "brag g.yab dgon chen/" ,
 "http://purl.bdrc.io/resource/G460" , 察雅寺 ,
 "http://purl.bdrc.io/resource/G460" , "chaya si" ,
 "http://purl.bdrc.io/resource/G460" , "brag g.yab ma dgon/" ,
 "http://purl.bdrc.io/resource/G320" , "thob rgyal dgon pa/" ,
 "http://purl.bdrc.io/resource/G320" , "dga' ldan rab rgyas gling" ,
 "http://purl.bdrc.io/resource/G320" , "thob rgyal dga' ldan rab rgyas gling" ,
 "http://purl.bdrc.io/resource/G4154" , "rdza stod lcang ma'i dgon/" ,
 "http://purl.bdrc.io/resource/G4154" , "lcang ma'i dgon/" ,
 "http://purl.bdrc.io/resource/G261" , "Chakpori Rigche Dropen Ling" ,
 "http://purl.bdrc.io/resource/G261" , 药王山藏医学院 ,
 "http://purl.bdrc.io/resource/G261" , "lcags po ri gso rig slob grwa/" ,
 "http://purl.bdrc.io/resource/G261" , "yaowang shan zangyi xueyuan" ,
 "http://purl.bdrc.io/resource/G261" , "lcags po ri rig byed 'gro phan gling /" ,
 "http://purl.bdrc.io/resource/G2796" , "Kongpo Chabkar Gon" ,
 "http://purl.bdrc.io/resource/G2796" , "chab dkar dgon/" ,
 "http://purl.bdrc.io/resource/G2796" , "kong po chab dkar dgon/" ,
 "http://purl.bdrc.io/resource/G560" , "rtsed thang" ,
 "http://purl.bdrc.io/resource/G560" , "g.yon ru rtsed thang" ,
 "http://purl.bdrc.io/resource/G560" , "g.yon ru rtse thang" ,
 "http://purl.bdrc.io/resource/G560" , "lho kha rtsed thang" ,
 "http://purl.bdrc.io/resource/G304" , "dga' ldan shar rtse grwa tshang" ,
 "http://purl.bdrc.io/resource/G304" , "Ganden Shartse Dratsang" ,
 "http://purl.bdrc.io/resource/G304" , "shar rtse grwa tshang" ,
 "http://purl.bdrc.io/resource/G3217" , "rme dgon pa/" ,
 "http://purl.bdrc.io/resource/G3217" , "sog bkra shis dar gling" ,
 "http://purl.bdrc.io/resource/G3217" , "rme dgon khri dar rgyas byang chub chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G3217" , "rme dgon byams chen dar rgyas gling chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G2369" , "reb gong" ,
 "http://purl.bdrc.io/resource/G2369" , "re skong" ,
 "http://purl.bdrc.io/resource/G2369" , "reb gong gser mo ljongs/" ,
 "http://purl.bdrc.io/resource/G2369" , "reb gong khul/" ,
 "http://purl.bdrc.io/resource/G2369" , "mdo smad reb skong" ,
 "http://purl.bdrc.io/resource/G2369" , "reb kong" ,
 "http://purl.bdrc.io/resource/G2133" , "'phyong rgyas rdzong" ,
 "http://purl.bdrc.io/resource/G2133" , 琼结县 ,
 "http://purl.bdrc.io/resource/G2133" , "Chongye county" ,
 "http://purl.bdrc.io/resource/G2133" , "'phyongs rgyas rdzong" ,
 "http://purl.bdrc.io/resource/G2133" , "qiongjie xian" ,
 "http://purl.bdrc.io/resource/G712" , "rtsib ri dgon/" ,
 "http://purl.bdrc.io/resource/G712" , "la stod rtsib ri dgon/" ,
 "http://purl.bdrc.io/resource/G712" , "rgyal gyi shrI dgon/" ,
 "http://purl.bdrc.io/resource/G440" , "man lung brag dkar/" ,
 "http://purl.bdrc.io/resource/G440" , "brag dkar (man lung)" ,
 "http://purl.bdrc.io/resource/G4697" , "sna bug sgom khang" ,
 "http://purl.bdrc.io/resource/G526" , "snyi phu bde chen bsam 'grub/" ,
 "http://purl.bdrc.io/resource/G526" , "snyim phu/" ,
 "http://purl.bdrc.io/resource/G7" , "smra bo lcog" ,
 "http://purl.bdrc.io/resource/G7" , 莫吾觉寺 ,
 "http://purl.bdrc.io/resource/G7" , "Mawochok" ,
 "http://purl.bdrc.io/resource/G7" , "smra bo cog" ,
 "http://purl.bdrc.io/resource/G7" , "smra'o cog" ,
 "http://purl.bdrc.io/resource/G7" , "smra 'o lcog" ,
 "http://purl.bdrc.io/resource/G7" , "lho brag shar smra bo lcog" ,
 "http://purl.bdrc.io/resource/G7" , "mowujue si" ,
 "http://purl.bdrc.io/resource/G1457" , "bor sbug" ,
 "http://purl.bdrc.io/resource/G1457" , "gong dkar bor sbug" ,
 "http://purl.bdrc.io/resource/G3320" , "lcags zam chu bo ri/" ,
 "http://purl.bdrc.io/resource/G3320" , "dpal chu bo ri/" ,
 "http://purl.bdrc.io/resource/G3320" , "dpal chen chu bo ri/" ,
 "http://purl.bdrc.io/resource/G3320" , "chu bo ri/" ,
 "http://purl.bdrc.io/resource/G3320" , "dpal gyi chu bo ri/" ,
 "http://purl.bdrc.io/resource/G469" , "rtse le 'og ma/" ,
 "http://purl.bdrc.io/resource/G470" , "bde chen dgon/" ,
 "http://purl.bdrc.io/resource/G470" , "bde chen dgon pad+ma chos gling" ,
 "http://purl.bdrc.io/resource/G470" , "pad+ma chos gling" ,
 "http://purl.bdrc.io/resource/G3429" , "sras mkhar dgu thog" ,
 "http://purl.bdrc.io/resource/G3429" , "Sekhar Guthok" ,
 "http://purl.bdrc.io/resource/G3429" , 色喀古陀寺 ,
 "http://purl.bdrc.io/resource/G3429" , "lho brag sras mkhar dgu thog" ,
 "http://purl.bdrc.io/resource/G3429" , 塞卡尔古陀寺 ,
 "http://purl.bdrc.io/resource/G3429" , "seka gutuo si" ,
 "http://purl.bdrc.io/resource/G3429" , "seka-er gutuo si" ,
 "http://purl.bdrc.io/resource/G233" , "Penpo Nalanda Monastery" ,
 "http://purl.bdrc.io/resource/G233" , "'phan po na len+dra/" ,
 "http://purl.bdrc.io/resource/G233" , 那烂扎寺 ,
 "http://purl.bdrc.io/resource/G233" , "nalantuo si" ,
 "http://purl.bdrc.io/resource/G233" , "nalanzha si" ,
 "http://purl.bdrc.io/resource/G233" , 那烂陀寺 ,
 "http://purl.bdrc.io/resource/G233" , "'phan yul na len+dra/" ,
 "http://purl.bdrc.io/resource/G2144" , "'dam shod/" ,
 "http://purl.bdrc.io/resource/G2144" , "'dam/" ,
 "http://purl.bdrc.io/resource/G2144" , "'dam gzhung" ,
 "http://purl.bdrc.io/resource/G4677" , "rtse gzhung" ,
 "http://purl.bdrc.io/resource/G4677" , "mdo smad rtse gzhung" ,
 "http://purl.bdrc.io/resource/G303" , "bstan rgyas gling" ,
 "http://purl.bdrc.io/resource/G303" , "Tengyeling" ,
 "http://purl.bdrc.io/resource/G303" , 丹杰林寺 ,
 "http://purl.bdrc.io/resource/G303" , "danjielin" ,
 "http://purl.bdrc.io/resource/G303" , "danjielin si" ,
 "http://purl.bdrc.io/resource/G303" , 丹结林 ,
 "http://purl.bdrc.io/resource/G1069" , "zi na tsho ba/" ,
 "http://purl.bdrc.io/resource/G1069" , "sku 'bum mchod gzhis zi na tsho ba/" ,
 "http://purl.bdrc.io/resource/G1870" , "khri ka ske dgon/" ,
 "http://purl.bdrc.io/resource/G1870" , "dga' ldan bkra shis dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1870" , "mchod rten ske dga' ldan bkra shis dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1870" , "skis dgon dga' ldan bkra shis dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G3004" , "bong stag" ,
 "http://purl.bdrc.io/resource/G1700" , 久治县 ,
 "http://purl.bdrc.io/resource/G1700" , "gcig sgril rdzong" ,
 "http://purl.bdrc.io/resource/G1700" , "jiuzhi xian" ,
 "http://purl.bdrc.io/resource/G1KG24026" , "pethup monastery" ,
 "http://purl.bdrc.io/resource/G1KG24026" , "dpe thub dgon/" ,
 "http://purl.bdrc.io/resource/G1KG24026" , "dpe thub dgon dga' ldan dar rgyas gling /" ,
 "http://purl.bdrc.io/resource/G1044" , "wa to bho/" ,
 "http://purl.bdrc.io/resource/G1044" , "bar khams wa to bho/" ,
 "http://purl.bdrc.io/resource/G154" , "se ra dgon pa/" ,
 "http://purl.bdrc.io/resource/G154" , 色拉寺 ,
 "http://purl.bdrc.io/resource/G154" , "Sera Monastery" ,
 "http://purl.bdrc.io/resource/G154" , "se ra theg chen gling" ,
 "http://purl.bdrc.io/resource/G154" , "sela si" ,
 "http://purl.bdrc.io/resource/G154" , 色拉大乘州 ,
 "http://purl.bdrc.io/resource/G154" , "sela dasheng zhou" ,
 "http://purl.bdrc.io/resource/G154" , "Sera" ,
 "http://purl.bdrc.io/resource/G1542" , 东谷寺 ,
 "http://purl.bdrc.io/resource/G1542" , "stong 'khor dgon/" ,
 "http://purl.bdrc.io/resource/G1542" , "bkra shis lhun po/" ,
 "http://purl.bdrc.io/resource/G1542" , "khams stong 'khor dgon/" ,
 "http://purl.bdrc.io/resource/G1542" , 东古寺 ,
 "http://purl.bdrc.io/resource/G1542" , "donggu si" ,
 "http://purl.bdrc.io/resource/G1542" , "gsang chen mi 'gyur rdo rje gling" ,
 "http://purl.bdrc.io/resource/G4115" , "dkar chos dgon/" ,
 "http://purl.bdrc.io/resource/G4115" , 呷卡寺 ,
 "http://purl.bdrc.io/resource/G4115" , "gaqia si" ,
 "http://purl.bdrc.io/resource/G4115" , "rnam dkar chos spyod gling" ,
 "http://purl.bdrc.io/resource/G4115" , "smug rong dkar chos dgon rnam dkar chos spyod gling" ,
 "http://purl.bdrc.io/resource/G1674" , "rdo brag dgon/" ,
 "http://purl.bdrc.io/resource/G1674" , 多扎寺 ,
 "http://purl.bdrc.io/resource/G1674" , "sde dge rdo brag dgon/" ,
 "http://purl.bdrc.io/resource/G1674" , "duozha si" ,
 "http://purl.bdrc.io/resource/G110" , "har gdong khams tshan ('bras spungs sgo mang)" ,
 "http://purl.bdrc.io/resource/G110" , "Hardong Khamtshen" ,
 "http://purl.bdrc.io/resource/G75" , "'on nges gsang dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G75" , "nges gsang dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G105" , "bkra shis lhun po thos bsam gling grwa tshang" ,
 "http://purl.bdrc.io/resource/G105" , "Tashilhunpo Tosamling Dratsang" ,
 "http://purl.bdrc.io/resource/G105" , "thos bsam gling grwa tshang (bkra shis lhun po)" ,
 "http://purl.bdrc.io/resource/G434" , "gdan sa mthil/" ,
 "http://purl.bdrc.io/resource/G434" , 丹萨提寺 ,
 "http://purl.bdrc.io/resource/G434" , "Densatil" ,
 "http://purl.bdrc.io/resource/G434" , "gdan sa thel/" ,
 "http://purl.bdrc.io/resource/G434" , "phag gru gdan sa thel/" ,
 "http://purl.bdrc.io/resource/G434" , "dansati si" ,
 "http://purl.bdrc.io/resource/G434" , "ngom shod phag mo gru pa'i gdan sa thel/" ,
 "http://purl.bdrc.io/resource/G239" , 东科尔寺 ,
 "http://purl.bdrc.io/resource/G239" , "Tongkor Gonpa" ,
 "http://purl.bdrc.io/resource/G239" , "stong 'khor dgon pa/" ,
 "http://purl.bdrc.io/resource/G239" , "stong 'khor dgon pa/" ,
 "http://purl.bdrc.io/resource/G239" , 东科寺/洞阔寺 ,
 "http://purl.bdrc.io/resource/G239" , "dongke'er si" ,
 "http://purl.bdrc.io/resource/G1045" , "tsar ngos rong bu lung" ,
 "http://purl.bdrc.io/resource/G1045" , "bar khams stong 'khor tsar ngos rong bu lung" ,
 "http://purl.bdrc.io/resource/G2466" , "tre hor khams tshan (se ra byes)" ,
 "http://purl.bdrc.io/resource/G839" , "dkyil le tsag to/" ,
 "http://purl.bdrc.io/resource/G839" , "sa stod dkyil le'i tsag to/" ,
 "http://purl.bdrc.io/resource/G839" , "sde dge dbon stod dkyil le/" ,
 "http://purl.bdrc.io/resource/G3702" , 古德寺 ,
 "http://purl.bdrc.io/resource/G3702" , "ko'u sde dgon/" ,
 "http://purl.bdrc.io/resource/G3702" , "Koude" ,
 "http://purl.bdrc.io/resource/G3702" , "ko'u sde dgon rdzogs chen rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G3702" , "gude si" ,
 "http://purl.bdrc.io/resource/G3702" , "reb kong ko'u sde dgon rdzogs chen rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G3702" , "rdzogs chen rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1520" , 香格里拉县 ,
 "http://purl.bdrc.io/resource/G1520" , "sems kyi nyi zla rdzong" ,
 "http://purl.bdrc.io/resource/G1520" , "Gyeltang County" ,
 "http://purl.bdrc.io/resource/G1520" , "zhongdian xian" ,
 "http://purl.bdrc.io/resource/G1520" , 中甸县 ,
 "http://purl.bdrc.io/resource/G1520" , "rgyal thang rdzong" ,
 "http://purl.bdrc.io/resource/G1520" , "xianggelila xian" ,
 "http://purl.bdrc.io/resource/G2825" , "Namgyal Serkang" ,
 "http://purl.bdrc.io/resource/G2825" , "rnam rgyal gser khang" ,
 "http://purl.bdrc.io/resource/G2825" , 朗杰赛康寺 ,
 "http://purl.bdrc.io/resource/G2825" , "rnam rgyal ser khang (stod lung bde chen rdzong)" ,
 "http://purl.bdrc.io/resource/G306" , "skong dgon/" ,
 "http://purl.bdrc.io/resource/G1003" , "do ra/" ,
 "http://purl.bdrc.io/resource/G70" , "ri bo che dgon pa/" ,
 "http://purl.bdrc.io/resource/G70" , 类乌齐寺 ,
 "http://purl.bdrc.io/resource/G70" , "khams ri bo che/" ,
 "http://purl.bdrc.io/resource/G70" , "dbyi shod dpal gyi ri bo che/" ,
 "http://purl.bdrc.io/resource/G70" , "changjima si" ,
 "http://purl.bdrc.io/resource/G70" , "stag lung mar thang ri bo che/" ,
 "http://purl.bdrc.io/resource/G70" , "dbyi shod ri bo che/" ,
 "http://purl.bdrc.io/resource/G70" , "Leiwuqi lakang si" ,
 "http://purl.bdrc.io/resource/G70" , "Leiwuqi si" ,
 "http://purl.bdrc.io/resource/G70" , 昌吉玛寺 ,
 "http://purl.bdrc.io/resource/G70" , 类乌齐拉康寺 ,
 "http://purl.bdrc.io/resource/G70" , "lha khang khra 'jigs ma/" ,
 "http://purl.bdrc.io/resource/G3698" , "stag mo dgon/" ,
 "http://purl.bdrc.io/resource/G3698" , 达莫寺 ,
 "http://purl.bdrc.io/resource/G3698" , "stag mo dgon/" ,
 "http://purl.bdrc.io/resource/G3698" , "da mo si" ,
 "http://purl.bdrc.io/resource/G2843" , "rab gsal dgon/" ,
 "http://purl.bdrc.io/resource/G2843" , "nyang rab gsal dgon/" ,
 "http://purl.bdrc.io/resource/G1191" , "a rig chu stod/" ,
 "http://purl.bdrc.io/resource/G417" , "pho ba gu sgar/" ,
 "http://purl.bdrc.io/resource/G607" , "Ngacho Dratsang" ,
 "http://purl.bdrc.io/resource/G607" , 阿曲扎仓 ,
 "http://purl.bdrc.io/resource/G607" , "rtsed thang dgon/" ,
 "http://purl.bdrc.io/resource/G607" , "rtses thang dgon/" ,
 "http://purl.bdrc.io/resource/G607" , "rtses thang lnga mchod grwa tshang /" ,
 "http://purl.bdrc.io/resource/G607" , "rtsed thang lnga mchod grwa tshang" ,
 "http://purl.bdrc.io/resource/G607" , "aqu zhacang" ,
 "http://purl.bdrc.io/resource/G2186" , "Riwoche county" ,
 "http://purl.bdrc.io/resource/G2186" , "ri bo che rdzong" ,
 "http://purl.bdrc.io/resource/G2186" , 类乌齐县 ,
 "http://purl.bdrc.io/resource/G2186" , "leiwuqi xian" ,
 "http://purl.bdrc.io/resource/G838" , "sde pa lha rgya ri/" ,
 "http://purl.bdrc.io/resource/G838" , "lha rgya ri'i mnga' zhabs/" ,
 "http://purl.bdrc.io/resource/G838" , "sa skyongs lha rgya ri'i mnga' khongs/" ,
 "http://purl.bdrc.io/resource/G4874" , "khams bye bshad grwa/" ,
 "http://purl.bdrc.io/resource/G4874" , "rdzong sar khams bye grwa tshang" ,
 "http://purl.bdrc.io/resource/G405" , "Takpu Chode" ,
 "http://purl.bdrc.io/resource/G405" , "stag phu dgon pa/" ,
 "http://purl.bdrc.io/resource/G405" , 达普寺 ,
 "http://purl.bdrc.io/resource/G405" , "dbus stod stag phu chos sde/" ,
 "http://purl.bdrc.io/resource/G405" , "stag phu chos sde/" ,
 "http://purl.bdrc.io/resource/G405" , "stag phu rin chen sding dgon/" ,
 "http://purl.bdrc.io/resource/G405" , "dapu si" ,
 "http://purl.bdrc.io/resource/G1033" , "mi nyag" ,
 "http://purl.bdrc.io/resource/G1033" , "shar mi nyag ring mo/" ,
 "http://purl.bdrc.io/resource/G1033" , "mi nyag ring mo/" ,
 "http://purl.bdrc.io/resource/G165" , 佑宁寺 ,
 "http://purl.bdrc.io/resource/G165" , "dgon lung dgon pa/" ,
 "http://purl.bdrc.io/resource/G165" , "Gonlung Gonpa" ,
 "http://purl.bdrc.io/resource/G165" , "dgon lung byams pa gling" ,
 "http://purl.bdrc.io/resource/G165" , "youning si" ,
 "http://purl.bdrc.io/resource/G165" , "Gonlung Jampaling" ,
 "http://purl.bdrc.io/resource/G1270" , "gtsos/" ,
 "http://purl.bdrc.io/resource/G1270" , "mdo smad gtsos/" ,
 "http://purl.bdrc.io/resource/G185" , "'dzi sgar chos sgar/" ,
 "http://purl.bdrc.io/resource/G185" , "Dzigar Chogar" ,
 "http://purl.bdrc.io/resource/G1796" , 特合土寺 ,
 "http://purl.bdrc.io/resource/G1796" , "Taktok Gon" ,
 "http://purl.bdrc.io/resource/G1796" , "stag thog dgon/" ,
 "http://purl.bdrc.io/resource/G1796" , "tehetu si" ,
